chrBase 	chr 	base 	strand 	coverage 	freqC 	freqT
chr1.1050690 	chr1 	1050690 	F 	19 	0 	100
chr1.1050658 	chr1 	1050658 	F 	19 	10.53 	89.47
chr1.1050649 	chr1 	1050649 	F 	19 	47.37 	52.63
chr1.1050641 	chr1 	1050641 	R 	34 	2.94 	97.06
chr1.1050636 	chr1 	1050636 	R 	34 	5.88 	94.12
chr1.1050664 	chr1 	1050664 	F 	19 	0 	100
chr1.1051699 	chr1 	1051699 	R 	52 	0 	100
chr1.1051310 	chr1 	1051310 	R 	31 	0 	100
chr1.1051405 	chr1 	1051405 	R 	28 	0 	100
chr1.1051194 	chr1 	1051194 	R 	10 	30 	70
chr1.1051228 	chr1 	1051228 	F 	22 	0 	100
chr1.1051595 	chr1 	1051595 	R 	17 	0 	100
chr1.1051395 	chr1 	1051395 	R 	27 	3.7 	96.3
chr1.1051241 	chr1 	1051241 	F 	16 	6.25 	93.75
chr1.1051496 	chr1 	1051496 	R 	13 	0 	100
chr1.1051050 	chr1 	1051050 	R 	10 	30 	70
chr1.1051689 	chr1 	1051689 	F 	45 	0 	100
chr1.1051299 	chr1 	1051299 	R 	31 	0 	100
chr1.1051623 	chr1 	1051623 	R 	19 	0 	100
chr1.1051244 	chr1 	1051244 	F 	22 	0 	100
chr1.1051180 	chr1 	1051180 	R 	10 	0 	100
chr1.1051216 	chr1 	1051216 	F 	22 	0 	100
chr1.1051575 	chr1 	1051575 	F 	22 	45.45 	54.55
chr1.1051621 	chr1 	1051621 	R 	19 	0 	100
chr1.1051626 	chr1 	1051626 	F 	22 	0 	100
chr1.1051443 	chr1 	1051443 	R 	28 	32.14 	67.86
chr1.1051600 	chr1 	1051600 	F 	22 	0 	100
chr1.1051638 	chr1 	1051638 	R 	19 	5.26 	94.74
chr1.1051322 	chr1 	1051322 	R 	32 	28.12 	71.88
chr1.1051578 	chr1 	1051578 	F 	22 	9.09 	90.91
chr1.1051193 	chr1 	1051193 	F 	22 	31.82 	68.18
chr1.1051641 	chr1 	1051641 	R 	19 	42.11 	57.89
chr1.1051619 	chr1 	1051619 	R 	19 	0 	100
chr1.1051617 	chr1 	1051617 	R 	19 	0 	100
chr1.1051620 	chr1 	1051620 	F 	22 	0 	100
chr1.1051587 	chr1 	1051587 	F 	22 	0 	100
chr1.1051627 	chr1 	1051627 	R 	19 	0 	100
chr1.1051491 	chr1 	1051491 	R 	13 	0 	100
chr1.1051645 	chr1 	1051645 	F 	45 	0 	100
chr1.1051712 	chr1 	1051712 	R 	52 	0 	100
chr1.1051485 	chr1 	1051485 	R 	13 	0 	100
chr1.1051690 	chr1 	1051690 	R 	52 	0 	100
chr1.1051301 	chr1 	1051301 	R 	31 	0 	100
chr1.1051640 	chr1 	1051640 	F 	45 	24.44 	75.56
chr1.1051416 	chr1 	1051416 	R 	28 	0 	100
chr1.1051657 	chr1 	1051657 	F 	45 	0 	100
chr1.1051524 	chr1 	1051524 	R 	13 	0 	100
chr1.1051317 	chr1 	1051317 	R 	31 	0 	100
chr1.1051594 	chr1 	1051594 	F 	22 	0 	100
chr1.1051616 	chr1 	1051616 	F 	22 	0 	100
chr1.1051218 	chr1 	1051218 	F 	22 	0 	100
chr1.1051583 	chr1 	1051583 	F 	22 	0 	100
chr1.1051494 	chr1 	1051494 	R 	13 	0 	100
chr1.1051238 	chr1 	1051238 	F 	17 	0 	100
chr1.1051601 	chr1 	1051601 	R 	19 	0 	100
chr1.1051280 	chr1 	1051280 	R 	31 	0 	100
chr1.1051282 	chr1 	1051282 	R 	31 	0 	100
chr1.1051278 	chr1 	1051278 	R 	31 	0 	100
chr1.1051731 	chr1 	1051731 	R 	52 	42.31 	57.69
chr1.1051622 	chr1 	1051622 	F 	22 	0 	100
chr1.1051372 	chr1 	1051372 	F 	12 	50 	50
chr1.1051652 	chr1 	1051652 	F 	45 	0 	100
chr1.1051618 	chr1 	1051618 	F 	22 	0 	100
chr1.1051197 	chr1 	1051197 	F 	22 	0 	100
chr1.1051285 	chr1 	1051285 	R 	31 	0 	100
chr1.1051529 	chr1 	1051529 	R 	14 	28.57 	71.43
chr1.1051650 	chr1 	1051650 	F 	45 	0 	100
chr1.1051585 	chr1 	1051585 	F 	22 	0 	100
chr1.1051185 	chr1 	1051185 	R 	10 	0 	100
chr1.1051160 	chr1 	1051160 	R 	10 	0 	100
chr1.1052179 	chr1 	1052179 	R 	55 	0 	100
chr1.1052018 	chr1 	1052018 	R 	40 	30 	70
chr1.1052170 	chr1 	1052170 	R 	55 	0 	100
chr1.1052084 	chr1 	1052084 	R 	33 	0 	100
chr1.1051875 	chr1 	1051875 	F 	31 	29.03 	70.97
chr1.1052262 	chr1 	1052262 	F 	67 	0 	100
chr1.1052116 	chr1 	1052116 	F 	48 	33.33 	66.67
chr1.1052162 	chr1 	1052162 	R 	55 	0 	100
chr1.1051907 	chr1 	1051907 	F 	31 	0 	100
chr1.1052050 	chr1 	1052050 	F 	45 	0 	100
chr1.1052117 	chr1 	1052117 	R 	33 	48.48 	51.52
chr1.1052060 	chr1 	1052060 	F 	44 	0 	100
chr1.1052348 	chr1 	1052348 	R 	78 	1.28 	98.72
chr1.1052012 	chr1 	1052012 	R 	40 	0 	100
chr1.1051895 	chr1 	1051895 	F 	31 	0 	100
chr1.1052083 	chr1 	1052083 	F 	45 	0 	100
chr1.1051904 	chr1 	1051904 	F 	31 	0 	100
chr1.1051973 	chr1 	1051973 	R 	40 	0 	100
chr1.1052131 	chr1 	1052131 	F 	49 	2.04 	97.96
chr1.1052044 	chr1 	1052044 	F 	45 	22.22 	77.78
chr1.1052124 	chr1 	1052124 	F 	49 	0 	100
chr1.1052161 	chr1 	1052161 	F 	49 	0 	100
chr1.1052095 	chr1 	1052095 	R 	33 	0 	100
chr1.1052356 	chr1 	1052356 	R 	78 	10.26 	89.74
chr1.1051886 	chr1 	1051886 	F 	31 	0 	100
chr1.1052014 	chr1 	1052014 	R 	40 	0 	100
chr1.1052390 	chr1 	1052390 	R 	75 	33.33 	66.67
chr1.1052283 	chr1 	1052283 	F 	67 	0 	100
chr1.1052237 	chr1 	1052237 	F 	67 	26.87 	73.13
chr1.1052381 	chr1 	1052381 	R 	77 	1.3 	98.7
chr1.1052001 	chr1 	1052001 	R 	39 	0 	100
chr1.1051989 	chr1 	1051989 	R 	40 	0 	100
chr1.1051880 	chr1 	1051880 	F 	31 	0 	100
chr1.1052100 	chr1 	1052100 	R 	33 	3.03 	96.97
chr1.1052352 	chr1 	1052352 	R 	78 	0 	100
chr1.1051984 	chr1 	1051984 	R 	40 	0 	100
chr1.1052057 	chr1 	1052057 	F 	45 	0 	100
chr1.1052288 	chr1 	1052288 	F 	67 	0 	100
chr1.1052182 	chr1 	1052182 	R 	55 	0 	100
chr1.1052055 	chr1 	1052055 	F 	45 	0 	100
chr1.1052150 	chr1 	1052150 	F 	49 	0 	100
chr1.1052135 	chr1 	1052135 	F 	49 	0 	100
chr1.1052151 	chr1 	1052151 	R 	55 	0 	100
chr1.1051992 	chr1 	1051992 	R 	39 	0 	100
chr1.1052094 	chr1 	1052094 	F 	45 	0 	100
chr1.1051982 	chr1 	1051982 	R 	39 	0 	100
chr1.1052188 	chr1 	1052188 	R 	55 	49.09 	50.91
chr1.1051977 	chr1 	1051977 	R 	39 	0 	100
chr1.1051968 	chr1 	1051968 	R 	40 	0 	100
chr1.1051909 	chr1 	1051909 	F 	31 	0 	100
chr1.1052665 	chr1 	1052665 	R 	23 	43.48 	56.52
chr1.1052659 	chr1 	1052659 	R 	23 	39.13 	60.87
chr1.1052617 	chr1 	1052617 	R 	23 	34.78 	65.22
chr1.1052627 	chr1 	1052627 	F 	22 	59.09 	40.91
chr1.1052600 	chr1 	1052600 	F 	22 	68.18 	31.82
chr1.1052628 	chr1 	1052628 	R 	23 	52.17 	47.83
chr1.1052656 	chr1 	1052656 	R 	23 	4.35 	95.65
chr1.1052616 	chr1 	1052616 	F 	22 	36.36 	63.64
chr1.1053451 	chr1 	1053451 	F 	15 	86.67 	13.33
chr1.1053469 	chr1 	1053469 	F 	15 	66.67 	33.33
chr1.1053662 	chr1 	1053662 	R 	11 	100 	0
chr1.1053670 	chr1 	1053670 	R 	11 	100 	0
chr1.1053792 	chr1 	1053792 	R 	33 	96.97 	3.03
chr1.1053700 	chr1 	1053700 	R 	11 	100 	0
chr1.1053699 	chr1 	1053699 	F 	25 	100 	0
chr1.1053694 	chr1 	1053694 	R 	11 	90.91 	9.09
chr1.1054510 	chr1 	1054510 	R 	29 	72.41 	27.59
chr1.1054436 	chr1 	1054436 	F 	17 	82.35 	17.65
chr1.1054499 	chr1 	1054499 	R 	29 	55.17 	44.83
chr1.1055086 	chr1 	1055086 	R 	18 	66.67 	33.33
chr1.1055131 	chr1 	1055131 	R 	18 	88.89 	11.11
chr1.1055106 	chr1 	1055106 	R 	18 	94.44 	5.56
chr1.1057381 	chr1 	1057381 	F 	39 	0 	100
chr1.1057378 	chr1 	1057378 	F 	39 	15.38 	84.62
chr1.1057834 	chr1 	1057834 	R 	31 	0 	100
chr1.1057645 	chr1 	1057645 	R 	138 	0 	100
chr1.1057812 	chr1 	1057812 	R 	31 	0 	100
chr1.1057671 	chr1 	1057671 	R 	138 	0 	100
chr1.1057488 	chr1 	1057488 	R 	29 	0 	100
chr1.1057678 	chr1 	1057678 	R 	136 	24.26 	75.74
chr1.1057516 	chr1 	1057516 	F 	50 	0 	100
chr1.1057837 	chr1 	1057837 	R 	31 	25.81 	74.19
chr1.1057757 	chr1 	1057757 	F 	35 	34.29 	65.71
chr1.1057501 	chr1 	1057501 	F 	50 	42 	58
chr1.1057658 	chr1 	1057658 	R 	138 	0 	100
chr1.1057421 	chr1 	1057421 	F 	39 	5.13 	94.87
chr1.1057502 	chr1 	1057502 	R 	29 	31.03 	68.97
chr1.1058586 	chr1 	1058586 	R 	32 	90.62 	9.38
chr1.1058585 	chr1 	1058585 	F 	10 	100 	0
chr1.1058597 	chr1 	1058597 	R 	32 	90.62 	9.38
chr1.1058635 	chr1 	1058635 	R 	31 	96.77 	3.23
chr1.1058596 	chr1 	1058596 	F 	10 	100 	0
chr1.1058559 	chr1 	1058559 	F 	10 	100 	0
chr1.1060024 	chr1 	1060024 	R 	71 	92.96 	7.04
chr1.1060059 	chr1 	1060059 	R 	76 	93.42 	6.58
chr1.1059911 	chr1 	1059911 	F 	58 	100 	0
chr1.1060141 	chr1 	1060141 	R 	13 	100 	0
chr1.1060070 	chr1 	1060070 	R 	76 	98.68 	1.32
chr1.1061602 	chr1 	1061602 	R 	35 	100 	0
chr1.1061483 	chr1 	1061483 	F 	34 	97.06 	2.94
chr1.1061490 	chr1 	1061490 	F 	34 	94.12 	5.88
chr1.1061507 	chr1 	1061507 	F 	34 	97.06 	2.94
chr1.1061474 	chr1 	1061474 	F 	34 	100 	0
chr1.1061550 	chr1 	1061550 	R 	10 	90 	10
chr1.1061521 	chr1 	1061521 	F 	34 	85.29 	14.71
chr1.1061586 	chr1 	1061586 	R 	10 	100 	0
chr1.1061509 	chr1 	1061509 	F 	34 	97.06 	2.94
chr1.1061620 	chr1 	1061620 	R 	35 	97.14 	2.86
chr1.1061648 	chr1 	1061648 	R 	35 	97.14 	2.86
chr1.1063273 	chr1 	1063273 	R 	50 	94 	6
chr1.1063017 	chr1 	1063017 	F 	19 	100 	0
chr1.1063120 	chr1 	1063120 	F 	61 	93.44 	6.56
chr1.1063137 	chr1 	1063137 	F 	61 	93.44 	6.56
chr1.1063159 	chr1 	1063159 	F 	62 	98.39 	1.61
chr1.1063057 	chr1 	1063057 	F 	19 	84.21 	15.79
chr1.1063087 	chr1 	1063087 	R 	18 	100 	0
chr1.1063073 	chr1 	1063073 	R 	19 	100 	0
chr1.1063168 	chr1 	1063168 	F 	61 	100 	0
chr1.1063058 	chr1 	1063058 	R 	19 	100 	0
chr1.1063241 	chr1 	1063241 	R 	50 	98 	2
chr1.1063066 	chr1 	1063066 	R 	19 	100 	0
chr1.1063065 	chr1 	1063065 	F 	19 	89.47 	10.53
chr1.1063256 	chr1 	1063256 	R 	50 	86 	14
chr1.1063279 	chr1 	1063279 	R 	50 	98 	2
chr1.1064023 	chr1 	1064023 	R 	10 	100 	0
chr1.1064235 	chr1 	1064235 	R 	65 	81.54 	18.46
chr1.1064536 	chr1 	1064536 	F 	21 	85.71 	14.29
chr1.1064057 	chr1 	1064057 	F 	45 	97.78 	2.22
chr1.1064381 	chr1 	1064381 	R 	27 	88.89 	11.11
chr1.1064277 	chr1 	1064277 	F 	103 	45.63 	54.37
chr1.1064067 	chr1 	1064067 	F 	45 	95.56 	4.44
chr1.1063850 	chr1 	1063850 	R 	10 	100 	0
chr1.1064069 	chr1 	1064069 	F 	45 	97.78 	2.22
chr1.1063903 	chr1 	1063903 	F 	25 	96 	4
chr1.1064511 	chr1 	1064511 	F 	21 	23.81 	76.19
chr1.1064257 	chr1 	1064257 	R 	65 	55.38 	44.62
chr1.1064093 	chr1 	1064093 	F 	45 	88.89 	11.11
chr1.1064227 	chr1 	1064227 	R 	65 	95.38 	4.62
chr1.1063844 	chr1 	1063844 	R 	10 	100 	0
chr1.1064026 	chr1 	1064026 	R 	10 	100 	0
chr1.1064030 	chr1 	1064030 	R 	10 	100 	0
chr1.1064379 	chr1 	1064379 	R 	26 	73.08 	26.92
chr1.1064579 	chr1 	1064579 	R 	12 	100 	0
chr1.1064440 	chr1 	1064440 	F 	17 	76.47 	23.53
chr1.1063886 	chr1 	1063886 	F 	25 	100 	0
chr1.1064256 	chr1 	1064256 	F 	103 	70.87 	29.13
chr1.1064013 	chr1 	1064013 	R 	10 	100 	0
chr1.1064418 	chr1 	1064418 	R 	27 	100 	0
chr1.1064417 	chr1 	1064417 	F 	17 	94.12 	5.88
chr1.1064090 	chr1 	1064090 	F 	45 	100 	0
chr1.1064016 	chr1 	1064016 	R 	10 	100 	0
chr1.1064537 	chr1 	1064537 	R 	13 	100 	0
chr1.1064217 	chr1 	1064217 	R 	65 	92.31 	7.69
chr1.1064372 	chr1 	1064372 	R 	27 	100 	0
chr1.1066344 	chr1 	1066344 	R 	27 	44.44 	55.56
chr1.1066334 	chr1 	1066334 	R 	27 	37.04 	62.96
chr1.1066116 	chr1 	1066116 	F 	23 	21.74 	78.26
chr1.1066087 	chr1 	1066087 	F 	23 	52.17 	47.83
chr1.1066374 	chr1 	1066374 	R 	28 	92.86 	7.14
chr1.1066360 	chr1 	1066360 	R 	28 	75 	25
chr1.1066096 	chr1 	1066096 	F 	23 	69.57 	30.43
chr1.1066138 	chr1 	1066138 	R 	43 	27.91 	72.09
chr1.1066182 	chr1 	1066182 	F 	13 	46.15 	53.85
chr1.1066077 	chr1 	1066077 	F 	23 	86.96 	13.04
chr1.1066363 	chr1 	1066363 	R 	28 	89.29 	10.71
chr1.1066029 	chr1 	1066029 	R 	183 	96.72 	3.28
chr1.1066183 	chr1 	1066183 	R 	43 	53.49 	46.51
chr1.1067500 	chr1 	1067500 	F 	29 	58.62 	41.38
chr1.1067512 	chr1 	1067512 	F 	29 	93.1 	6.9
chr1.1067463 	chr1 	1067463 	F 	29 	44.83 	55.17
chr1.1067475 	chr1 	1067475 	F 	29 	93.1 	6.9
chr1.1067486 	chr1 	1067486 	F 	29 	100 	0
chr1.1067659 	chr1 	1067659 	F 	95 	97.89 	2.11
chr1.1068743 	chr1 	1068743 	R 	29 	96.55 	3.45
chr1.1067804 	chr1 	1067804 	F 	92 	92.39 	7.61
chr1.1067747 	chr1 	1067747 	R 	68 	97.06 	2.94
chr1.1067774 	chr1 	1067774 	R 	68 	95.59 	4.41
chr1.1067944 	chr1 	1067944 	R 	12 	83.33 	16.67
chr1.1068572 	chr1 	1068572 	R 	11 	63.64 	36.36
chr1.1067789 	chr1 	1067789 	F 	92 	94.57 	5.43
chr1.1067781 	chr1 	1067781 	R 	67 	100 	0
chr1.1068502 	chr1 	1068502 	F 	30 	86.67 	13.33
chr1.1068003 	chr1 	1068003 	F 	17 	70.59 	29.41
chr1.1067662 	chr1 	1067662 	F 	95 	95.79 	4.21
chr1.1068195 	chr1 	1068195 	R 	16 	100 	0
chr1.1068489 	chr1 	1068489 	R 	40 	100 	0
chr1.1068451 	chr1 	1068451 	R 	40 	90 	10
chr1.1068459 	chr1 	1068459 	R 	40 	100 	0
chr1.1068044 	chr1 	1068044 	F 	10 	20 	80
chr1.1067780 	chr1 	1067780 	F 	91 	98.9 	1.1
chr1.1068468 	chr1 	1068468 	R 	40 	95 	5
chr1.1068748 	chr1 	1068748 	R 	29 	100 	0
chr1.1068395 	chr1 	1068395 	R 	26 	23.08 	76.92
chr1.1067650 	chr1 	1067650 	F 	95 	93.68 	6.32
chr1.1067653 	chr1 	1067653 	F 	95 	97.89 	2.11
chr1.1068488 	chr1 	1068488 	F 	30 	96.67 	3.33
chr1.1067615 	chr1 	1067615 	F 	94 	97.87 	2.13
chr1.1068245 	chr1 	1068245 	R 	16 	56.25 	43.75
chr1.1067997 	chr1 	1067997 	F 	17 	100 	0
chr1.1067959 	chr1 	1067959 	R 	12 	100 	0
chr1.1068571 	chr1 	1068571 	F 	73 	91.78 	8.22
chr1.1068394 	chr1 	1068394 	F 	28 	53.57 	46.43
chr1.1067971 	chr1 	1067971 	R 	12 	100 	0
chr1.1067665 	chr1 	1067665 	F 	95 	94.74 	5.26
chr1.1068461 	chr1 	1068461 	R 	40 	92.5 	7.5
chr1.1070682 	chr1 	1070682 	R 	19 	100 	0
chr1.1070714 	chr1 	1070714 	F 	84 	67.86 	32.14
chr1.1070512 	chr1 	1070512 	F 	20 	90 	10
chr1.1070670 	chr1 	1070670 	R 	19 	89.47 	10.53
chr1.1070495 	chr1 	1070495 	F 	20 	95 	5
chr1.1070532 	chr1 	1070532 	F 	20 	100 	0
chr1.1070681 	chr1 	1070681 	F 	84 	100 	0
chr1.1070482 	chr1 	1070482 	F 	20 	85 	15
chr1.1070885 	chr1 	1070885 	F 	10 	100 	0
chr1.1071377 	chr1 	1071377 	F 	20 	100 	0
chr1.1071414 	chr1 	1071414 	F 	20 	100 	0
chr1.1071436 	chr1 	1071436 	R 	23 	95.65 	4.35
chr1.1071378 	chr1 	1071378 	R 	31 	100 	0
chr1.1071466 	chr1 	1071466 	R 	22 	90.91 	9.09
chr1.1071382 	chr1 	1071382 	F 	20 	90 	10
chr1.1071350 	chr1 	1071350 	R 	31 	48.39 	51.61
chr1.1071431 	chr1 	1071431 	R 	23 	91.3 	8.7
chr1.1071415 	chr1 	1071415 	R 	23 	91.3 	8.7
chr1.1071201 	chr1 	1071201 	F 	51 	92.16 	7.84
chr1.1072075 	chr1 	1072075 	R 	27 	0 	100
chr1.1072143 	chr1 	1072143 	F 	16 	0 	100
chr1.1072230 	chr1 	1072230 	F 	74 	33.78 	66.22
chr1.1072055 	chr1 	1072055 	F 	16 	0 	100
chr1.1072198 	chr1 	1072198 	R 	13 	0 	100
chr1.1072259 	chr1 	1072259 	F 	76 	0 	100
chr1.1072051 	chr1 	1072051 	R 	27 	0 	100
chr1.1072096 	chr1 	1072096 	R 	27 	40.74 	59.26
chr1.1072050 	chr1 	1072050 	F 	16 	0 	100
chr1.1072227 	chr1 	1072227 	R 	13 	0 	100
chr1.1072029 	chr1 	1072029 	F 	16 	31.25 	68.75
chr1.1072128 	chr1 	1072128 	F 	16 	0 	100
chr1.1072116 	chr1 	1072116 	F 	16 	0 	100
chr1.1072095 	chr1 	1072095 	F 	16 	12.5 	87.5
chr1.1072074 	chr1 	1072074 	F 	15 	0 	100
chr1.1072231 	chr1 	1072231 	R 	13 	46.15 	53.85
chr1.1072056 	chr1 	1072056 	R 	27 	0 	100
chr1.1072454 	chr1 	1072454 	R 	12 	41.67 	58.33
chr1.1072553 	chr1 	1072553 	R 	23 	0 	100
chr1.1072514 	chr1 	1072514 	F 	19 	52.63 	47.37
chr1.1072557 	chr1 	1072557 	F 	19 	0 	100
chr1.1072581 	chr1 	1072581 	R 	23 	0 	100
chr1.1072405 	chr1 	1072405 	R 	12 	8.33 	91.67
chr1.1072552 	chr1 	1072552 	F 	19 	0 	100
chr1.1072522 	chr1 	1072522 	F 	19 	0 	100
chr1.1072407 	chr1 	1072407 	R 	12 	8.33 	91.67
chr1.1072450 	chr1 	1072450 	R 	12 	0 	100
chr1.1072600 	chr1 	1072600 	R 	23 	13.04 	86.96
chr1.1072410 	chr1 	1072410 	R 	11 	0 	100
chr1.1072439 	chr1 	1072439 	R 	12 	0 	100
chr1.1072417 	chr1 	1072417 	R 	12 	0 	100
chr1.1072558 	chr1 	1072558 	R 	23 	0 	100
chr1.1072448 	chr1 	1072448 	R 	12 	0 	100
chr1.1072571 	chr1 	1072571 	R 	23 	0 	100
chr1.1072827 	chr1 	1072827 	R 	23 	0 	100
chr1.1072767 	chr1 	1072767 	F 	36 	0 	100
chr1.1072774 	chr1 	1072774 	F 	36 	0 	100
chr1.1072814 	chr1 	1072814 	R 	23 	0 	100
chr1.1072840 	chr1 	1072840 	R 	24 	20.83 	79.17
chr1.1072752 	chr1 	1072752 	F 	36 	33.33 	66.67
chr1.1072829 	chr1 	1072829 	R 	23 	0 	100
chr1.1072810 	chr1 	1072810 	R 	23 	0 	100
chr1.1073590 	chr1 	1073590 	R 	19 	94.74 	5.26
chr1.1073565 	chr1 	1073565 	F 	12 	91.67 	8.33
chr1.1073580 	chr1 	1073580 	F 	12 	25 	75
chr1.1073597 	chr1 	1073597 	R 	19 	100 	0
chr1.1073589 	chr1 	1073589 	F 	12 	91.67 	8.33
chr1.1073633 	chr1 	1073633 	R 	18 	72.22 	27.78
chr1.1073541 	chr1 	1073541 	F 	12 	100 	0
chr1.1073561 	chr1 	1073561 	F 	12 	25 	75
chr1.1073606 	chr1 	1073606 	R 	19 	100 	0
chr1.1074517 	chr1 	1074517 	F 	14 	92.86 	7.14
chr1.1076042 	chr1 	1076042 	F 	13 	100 	0
chr1.1075920 	chr1 	1075920 	F 	13 	92.31 	7.69
chr1.1076397 	chr1 	1076397 	R 	14 	92.86 	7.14
chr1.1076348 	chr1 	1076348 	R 	14 	71.43 	28.57
chr1.1076384 	chr1 	1076384 	R 	14 	71.43 	28.57
chr1.1077116 	chr1 	1077116 	R 	35 	2.86 	97.14
chr1.1077105 	chr1 	1077105 	R 	35 	2.86 	97.14
chr1.1077098 	chr1 	1077098 	R 	35 	0 	100
chr1.1077111 	chr1 	1077111 	R 	35 	2.86 	97.14
chr1.1077167 	chr1 	1077167 	R 	35 	17.14 	82.86
chr1.1077129 	chr1 	1077129 	R 	35 	31.43 	68.57
chr1.1077014 	chr1 	1077014 	R 	26 	0 	100
chr1.1077294 	chr1 	1077294 	R 	31 	3.23 	96.77
chr1.1077206 	chr1 	1077206 	R 	35 	51.43 	48.57
chr1.1077065 	chr1 	1077065 	R 	30 	10 	90
chr1.1077058 	chr1 	1077058 	R 	30 	0 	100
chr1.1077202 	chr1 	1077202 	R 	35 	5.71 	94.29
chr1.1077327 	chr1 	1077327 	R 	31 	51.61 	48.39
chr1.1077195 	chr1 	1077195 	R 	35 	17.14 	82.86
chr1.1077205 	chr1 	1077205 	F 	10 	50 	50
chr1.1077249 	chr1 	1077249 	F 	10 	0 	100
chr1.1077122 	chr1 	1077122 	R 	35 	2.86 	97.14
chr1.1077763 	chr1 	1077763 	R 	13 	46.15 	53.85
chr1.1078345 	chr1 	1078345 	F 	30 	23.33 	76.67
chr1.1078296 	chr1 	1078296 	R 	57 	5.26 	94.74
chr1.1078147 	chr1 	1078147 	F 	13 	15.38 	84.62
chr1.1078148 	chr1 	1078148 	R 	33 	18.18 	81.82
chr1.1078429 	chr1 	1078429 	R 	41 	34.15 	65.85
chr1.1078392 	chr1 	1078392 	F 	25 	4 	96
chr1.1078393 	chr1 	1078393 	R 	41 	4.88 	95.12
chr1.1078185 	chr1 	1078185 	F 	13 	84.62 	15.38
chr1.1078177 	chr1 	1078177 	F 	13 	69.23 	30.77
chr1.1078331 	chr1 	1078331 	R 	57 	3.51 	96.49
chr1.1078346 	chr1 	1078346 	R 	57 	35.09 	64.91
chr1.1078138 	chr1 	1078138 	R 	33 	3.03 	96.97
chr1.1078373 	chr1 	1078373 	F 	30 	3.33 	96.67
chr1.1078412 	chr1 	1078412 	R 	41 	0 	100
chr1.1080394 	chr1 	1080394 	R 	13 	38.46 	61.54
chr1.1080134 	chr1 	1080134 	F 	58 	1.72 	98.28
chr1.1080084 	chr1 	1080084 	F 	58 	20.69 	79.31
chr1.1080435 	chr1 	1080435 	R 	21 	61.9 	38.1
chr1.1080599 	chr1 	1080599 	F 	17 	100 	0
chr1.1080698 	chr1 	1080698 	R 	24 	100 	0
chr1.1080296 	chr1 	1080296 	R 	34 	32.35 	67.65
chr1.1080286 	chr1 	1080286 	R 	34 	0 	100
chr1.1080403 	chr1 	1080403 	R 	13 	69.23 	30.77
chr1.1080368 	chr1 	1080368 	R 	11 	90.91 	9.09
chr1.1080110 	chr1 	1080110 	R 	51 	0 	100
chr1.1080109 	chr1 	1080109 	F 	58 	0 	100
chr1.1080681 	chr1 	1080681 	R 	24 	87.5 	12.5
chr1.1080466 	chr1 	1080466 	R 	19 	47.37 	52.63
chr1.1080157 	chr1 	1080157 	R 	52 	46.15 	53.85
chr1.1080148 	chr1 	1080148 	R 	51 	3.92 	96.08
chr1.1080611 	chr1 	1080611 	F 	17 	88.24 	11.76
chr1.1080376 	chr1 	1080376 	R 	11 	27.27 	72.73
chr1.1080102 	chr1 	1080102 	F 	58 	0 	100
chr1.1080564 	chr1 	1080564 	R 	29 	96.55 	3.45
chr1.1080439 	chr1 	1080439 	R 	21 	95.24 	4.76
chr1.1080640 	chr1 	1080640 	F 	17 	94.12 	5.88
chr1.1080262 	chr1 	1080262 	F 	16 	0 	100
chr1.1080538 	chr1 	1080538 	R 	29 	100 	0
chr1.1080644 	chr1 	1080644 	F 	17 	100 	0
chr1.1080094 	chr1 	1080094 	F 	58 	0 	100
chr1.1080137 	chr1 	1080137 	R 	47 	2.13 	97.87
chr1.1080662 	chr1 	1080662 	R 	24 	95.83 	4.17
chr1.1080631 	chr1 	1080631 	F 	17 	64.71 	35.29
chr1.1080222 	chr1 	1080222 	F 	16 	62.5 	37.5
chr1.1080135 	chr1 	1080135 	R 	51 	0 	100
chr1.1080702 	chr1 	1080702 	R 	24 	100 	0
chr1.1080263 	chr1 	1080263 	R 	34 	11.76 	88.24
chr1.1081832 	chr1 	1081832 	F 	29 	48.28 	51.72
chr1.1081097 	chr1 	1081097 	F 	42 	92.86 	7.14
chr1.1081540 	chr1 	1081540 	R 	62 	32.26 	67.74
chr1.1081069 	chr1 	1081069 	F 	42 	92.86 	7.14
chr1.1081389 	chr1 	1081389 	F 	26 	88.46 	11.54
chr1.1081803 	chr1 	1081803 	R 	11 	0 	100
chr1.1081220 	chr1 	1081220 	R 	18 	44.44 	55.56
chr1.1081718 	chr1 	1081718 	F 	24 	50 	50
chr1.1081722 	chr1 	1081722 	F 	24 	4.17 	95.83
chr1.1081571 	chr1 	1081571 	F 	41 	36.59 	63.41
chr1.1081797 	chr1 	1081797 	R 	11 	0 	100
chr1.1081087 	chr1 	1081087 	F 	42 	100 	0
chr1.1081342 	chr1 	1081342 	F 	25 	76 	24
chr1.1081674 	chr1 	1081674 	R 	43 	18.6 	81.4
chr1.1081719 	chr1 	1081719 	R 	39 	25.64 	74.36
chr1.1081833 	chr1 	1081833 	R 	11 	18.18 	81.82
chr1.1081543 	chr1 	1081543 	F 	41 	92.68 	7.32
chr1.1081561 	chr1 	1081561 	F 	41 	100 	0
chr1.1081698 	chr1 	1081698 	R 	54 	88.89 	11.11
chr1.1081710 	chr1 	1081710 	R 	39 	25.64 	74.36
chr1.1081512 	chr1 	1081512 	R 	63 	17.46 	82.54
