chrBase 	chr 	base 	strand 	coverage 	freqC 	freqT
chr1.1051278 	chr1 	1051278 	R 	33 	0 	100
chr1.1050691 	chr1 	1050691 	R 	17 	0 	100
chr1.1051197 	chr1 	1051197 	F 	24 	0 	100
chr1.1051285 	chr1 	1051285 	R 	33 	0 	100
chr1.1050711 	chr1 	1050711 	R 	18 	11.11 	88.89
chr1.1051229 	chr1 	1051229 	R 	31 	0 	100
chr1.1051277 	chr1 	1051277 	F 	22 	0 	100
chr1.1051262 	chr1 	1051262 	F 	10 	0 	100
chr1.1050664 	chr1 	1050664 	F 	10 	10 	90
chr1.1051253 	chr1 	1051253 	R 	35 	0 	100
chr1.1051938 	chr1 	1051938 	F 	39 	2.56 	97.44
chr1.1051931 	chr1 	1051931 	R 	31 	0 	100
chr1.1052018 	chr1 	1052018 	R 	31 	38.71 	61.29
chr1.1051963 	chr1 	1051963 	R 	34 	0 	100
chr1.1051875 	chr1 	1051875 	F 	40 	47.5 	52.5
chr1.1052262 	chr1 	1052262 	F 	23 	0 	100
chr1.1051907 	chr1 	1051907 	F 	36 	2.78 	97.22
chr1.1051934 	chr1 	1051934 	F 	34 	2.94 	97.06
chr1.1051937 	chr1 	1051937 	R 	31 	0 	100
chr1.1052348 	chr1 	1052348 	R 	47 	2.13 	97.87
chr1.1052012 	chr1 	1052012 	R 	33 	0 	100
chr1.1051972 	chr1 	1051972 	F 	38 	0 	100
chr1.1051895 	chr1 	1051895 	F 	40 	2.5 	97.5
chr1.1051904 	chr1 	1051904 	F 	35 	2.86 	97.14
chr1.1051973 	chr1 	1051973 	R 	34 	0 	100
chr1.1051947 	chr1 	1051947 	F 	38 	2.63 	97.37
chr1.1052306 	chr1 	1052306 	F 	22 	4.55 	95.45
chr1.1052291 	chr1 	1052291 	R 	41 	2.44 	97.56
chr1.1052356 	chr1 	1052356 	R 	46 	26.09 	73.91
chr1.1051886 	chr1 	1051886 	F 	40 	2.5 	97.5
chr1.1052014 	chr1 	1052014 	R 	34 	0 	100
chr1.1052298 	chr1 	1052298 	R 	44 	0 	100
chr1.1052390 	chr1 	1052390 	R 	46 	52.17 	47.83
chr1.1052283 	chr1 	1052283 	F 	23 	0 	100
chr1.1052237 	chr1 	1052237 	F 	23 	56.52 	43.48
chr1.1052332 	chr1 	1052332 	F 	20 	5 	95
chr1.1051929 	chr1 	1051929 	R 	32 	0 	100
chr1.1052381 	chr1 	1052381 	R 	46 	6.52 	93.48
chr1.1051935 	chr1 	1051935 	R 	32 	0 	100
chr1.1052001 	chr1 	1052001 	R 	29 	0 	100
chr1.1051989 	chr1 	1051989 	R 	29 	0 	100
chr1.1052290 	chr1 	1052290 	F 	20 	0 	100
chr1.1051936 	chr1 	1051936 	F 	38 	2.63 	97.37
chr1.1051880 	chr1 	1051880 	F 	34 	0 	100
chr1.1052293 	chr1 	1052293 	F 	19 	0 	100
chr1.1051930 	chr1 	1051930 	F 	38 	2.63 	97.37
chr1.1052352 	chr1 	1052352 	R 	45 	4.44 	95.56
chr1.1051984 	chr1 	1051984 	R 	33 	0 	100
chr1.1052294 	chr1 	1052294 	R 	41 	2.44 	97.56
chr1.1052288 	chr1 	1052288 	F 	22 	0 	100
chr1.1051962 	chr1 	1051962 	F 	40 	2.5 	97.5
chr1.1051967 	chr1 	1051967 	F 	33 	0 	100
chr1.1051992 	chr1 	1051992 	R 	31 	0 	100
chr1.1051939 	chr1 	1051939 	R 	33 	0 	100
chr1.1052307 	chr1 	1052307 	R 	45 	0 	100
chr1.1051982 	chr1 	1051982 	R 	33 	0 	100
chr1.1052333 	chr1 	1052333 	R 	46 	6.52 	93.48
chr1.1051928 	chr1 	1051928 	F 	40 	2.5 	97.5
chr1.1052297 	chr1 	1052297 	F 	22 	4.55 	95.45
chr1.1051977 	chr1 	1051977 	R 	30 	0 	100
chr1.1051948 	chr1 	1051948 	R 	22 	0 	100
chr1.1051968 	chr1 	1051968 	R 	31 	0 	100
chr1.1051909 	chr1 	1051909 	F 	39 	2.56 	97.44
chr1.1053792 	chr1 	1053792 	R 	12 	91.67 	8.33
chr1.1053700 	chr1 	1053700 	R 	15 	100 	0
chr1.1053694 	chr1 	1053694 	R 	15 	93.33 	6.67
chr1.1055086 	chr1 	1055086 	R 	18 	72.22 	27.78
chr1.1055131 	chr1 	1055131 	R 	18 	100 	0
chr1.1055106 	chr1 	1055106 	R 	18 	94.44 	5.56
chr1.1055046 	chr1 	1055046 	R 	15 	100 	0
chr1.1056157 	chr1 	1056157 	R 	17 	100 	0
chr1.1056209 	chr1 	1056209 	R 	17 	100 	0
chr1.1056113 	chr1 	1056113 	R 	15 	86.67 	13.33
chr1.1057564 	chr1 	1057564 	F 	16 	0 	100
chr1.1057381 	chr1 	1057381 	F 	20 	40 	60
chr1.1057378 	chr1 	1057378 	F 	21 	66.67 	33.33
chr1.1057645 	chr1 	1057645 	R 	26 	3.85 	96.15
chr1.1057671 	chr1 	1057671 	R 	26 	3.85 	96.15
chr1.1057488 	chr1 	1057488 	R 	14 	0 	100
chr1.1057574 	chr1 	1057574 	F 	15 	0 	100
chr1.1057448 	chr1 	1057448 	R 	14 	14.29 	85.71
chr1.1057678 	chr1 	1057678 	R 	26 	23.08 	76.92
chr1.1057516 	chr1 	1057516 	F 	16 	0 	100
chr1.1057501 	chr1 	1057501 	F 	16 	50 	50
chr1.1057447 	chr1 	1057447 	F 	22 	22.73 	77.27
chr1.1057607 	chr1 	1057607 	R 	23 	4.35 	95.65
chr1.1057658 	chr1 	1057658 	R 	25 	4 	96
chr1.1057421 	chr1 	1057421 	F 	22 	50 	50
chr1.1057609 	chr1 	1057609 	R 	26 	3.85 	96.15
chr1.1057617 	chr1 	1057617 	R 	26 	3.85 	96.15
chr1.1057502 	chr1 	1057502 	R 	14 	64.29 	35.71
chr1.1060001 	chr1 	1060001 	R 	18 	100 	0
chr1.1060024 	chr1 	1060024 	R 	19 	100 	0
chr1.1060059 	chr1 	1060059 	R 	14 	100 	0
chr1.1059911 	chr1 	1059911 	F 	19 	89.47 	10.53
chr1.1060000 	chr1 	1060000 	F 	16 	100 	0
chr1.1060070 	chr1 	1060070 	R 	14 	100 	0
chr1.1060492 	chr1 	1060492 	F 	14 	92.86 	7.14
chr1.1060471 	chr1 	1060471 	F 	14 	100 	0
chr1.1060511 	chr1 	1060511 	F 	14 	100 	0
chr1.1060504 	chr1 	1060504 	F 	13 	92.31 	7.69
chr1.1061483 	chr1 	1061483 	F 	46 	97.83 	2.17
chr1.1061508 	chr1 	1061508 	R 	38 	31.58 	68.42
chr1.1061533 	chr1 	1061533 	F 	44 	90.91 	9.09
chr1.1061490 	chr1 	1061490 	F 	46 	100 	0
chr1.1061491 	chr1 	1061491 	R 	35 	91.43 	8.57
chr1.1061507 	chr1 	1061507 	F 	45 	42.22 	57.78
chr1.1061549 	chr1 	1061549 	F 	44 	95.45 	4.55
chr1.1061474 	chr1 	1061474 	F 	46 	95.65 	4.35
chr1.1061550 	chr1 	1061550 	R 	44 	100 	0
chr1.1061521 	chr1 	1061521 	F 	43 	93.02 	6.98
chr1.1061534 	chr1 	1061534 	R 	37 	100 	0
chr1.1061586 	chr1 	1061586 	R 	45 	100 	0
chr1.1061510 	chr1 	1061510 	R 	37 	91.89 	8.11
chr1.1061509 	chr1 	1061509 	F 	45 	91.11 	8.89
chr1.1061522 	chr1 	1061522 	R 	38 	94.74 	5.26
chr1.1063273 	chr1 	1063273 	R 	13 	76.92 	23.08
chr1.1063159 	chr1 	1063159 	F 	14 	92.86 	7.14
chr1.1063168 	chr1 	1063168 	F 	14 	100 	0
chr1.1063187 	chr1 	1063187 	R 	12 	100 	0
chr1.1063186 	chr1 	1063186 	F 	15 	93.33 	6.67
chr1.1063256 	chr1 	1063256 	R 	12 	91.67 	8.33
chr1.1063279 	chr1 	1063279 	R 	13 	100 	0
chr1.1064340 	chr1 	1064340 	R 	10 	90 	10
chr1.1064023 	chr1 	1064023 	R 	26 	100 	0
chr1.1064235 	chr1 	1064235 	R 	24 	95.83 	4.17
chr1.1064057 	chr1 	1064057 	F 	20 	95 	5
chr1.1064381 	chr1 	1064381 	R 	16 	87.5 	12.5
chr1.1064277 	chr1 	1064277 	F 	20 	85 	15
chr1.1064067 	chr1 	1064067 	F 	20 	100 	0
chr1.1064069 	chr1 	1064069 	F 	20 	100 	0
chr1.1064115 	chr1 	1064115 	F 	18 	94.44 	5.56
chr1.1063903 	chr1 	1063903 	F 	19 	84.21 	15.79
chr1.1064511 	chr1 	1064511 	F 	23 	100 	0
chr1.1064058 	chr1 	1064058 	R 	13 	100 	0
chr1.1064173 	chr1 	1064173 	R 	24 	100 	0
chr1.1064257 	chr1 	1064257 	R 	24 	95.83 	4.17
chr1.1064093 	chr1 	1064093 	F 	20 	95 	5
chr1.1064227 	chr1 	1064227 	R 	23 	100 	0
chr1.1064026 	chr1 	1064026 	R 	28 	100 	0
chr1.1064030 	chr1 	1064030 	R 	27 	100 	0
chr1.1064122 	chr1 	1064122 	F 	19 	94.74 	5.26
chr1.1064379 	chr1 	1064379 	R 	14 	78.57 	21.43
chr1.1064440 	chr1 	1064440 	F 	32 	90.62 	9.38
chr1.1063886 	chr1 	1063886 	F 	20 	100 	0
chr1.1064256 	chr1 	1064256 	F 	20 	100 	0
chr1.1064013 	chr1 	1064013 	R 	25 	100 	0
chr1.1064418 	chr1 	1064418 	R 	18 	100 	0
chr1.1064417 	chr1 	1064417 	F 	32 	100 	0
chr1.1064090 	chr1 	1064090 	F 	20 	100 	0
chr1.1064054 	chr1 	1064054 	R 	13 	100 	0
chr1.1064016 	chr1 	1064016 	R 	27 	100 	0
chr1.1064339 	chr1 	1064339 	F 	19 	89.47 	10.53
chr1.1064217 	chr1 	1064217 	R 	24 	91.67 	8.33
chr1.1064372 	chr1 	1064372 	R 	16 	93.75 	6.25
chr1.1066344 	chr1 	1066344 	R 	23 	100 	0
chr1.1066334 	chr1 	1066334 	R 	23 	100 	0
chr1.1065948 	chr1 	1065948 	R 	36 	91.67 	8.33
chr1.1066116 	chr1 	1066116 	F 	18 	72.22 	27.78
chr1.1066131 	chr1 	1066131 	R 	31 	83.87 	16.13
chr1.1066087 	chr1 	1066087 	F 	20 	85 	15
chr1.1066374 	chr1 	1066374 	R 	23 	100 	0
chr1.1066360 	chr1 	1066360 	R 	22 	100 	0
chr1.1065867 	chr1 	1065867 	F 	12 	100 	0
chr1.1066278 	chr1 	1066278 	R 	18 	83.33 	16.67
chr1.1066096 	chr1 	1066096 	F 	20 	100 	0
chr1.1065894 	chr1 	1065894 	F 	12 	66.67 	33.33
chr1.1066130 	chr1 	1066130 	F 	18 	94.44 	5.56
chr1.1065900 	chr1 	1065900 	F 	12 	75 	25
chr1.1066314 	chr1 	1066314 	R 	22 	86.36 	13.64
chr1.1066137 	chr1 	1066137 	F 	17 	82.35 	17.65
chr1.1065914 	chr1 	1065914 	F 	12 	58.33 	41.67
chr1.1066138 	chr1 	1066138 	R 	31 	96.77 	3.23
chr1.1065947 	chr1 	1065947 	F 	12 	100 	0
chr1.1066117 	chr1 	1066117 	R 	29 	86.21 	13.79
chr1.1066077 	chr1 	1066077 	F 	20 	100 	0
chr1.1066363 	chr1 	1066363 	R 	23 	95.65 	4.35
chr1.1066029 	chr1 	1066029 	R 	37 	100 	0
chr1.1066097 	chr1 	1066097 	R 	29 	89.66 	10.34
chr1.1066088 	chr1 	1066088 	R 	23 	95.65 	4.35
chr1.1066183 	chr1 	1066183 	R 	29 	89.66 	10.34
chr1.1067659 	chr1 	1067659 	F 	12 	91.67 	8.33
chr1.1067529 	chr1 	1067529 	F 	11 	81.82 	18.18
chr1.1068743 	chr1 	1068743 	R 	15 	100 	0
chr1.1067804 	chr1 	1067804 	F 	18 	100 	0
chr1.1067747 	chr1 	1067747 	R 	14 	92.86 	7.14
chr1.1067500 	chr1 	1067500 	F 	11 	72.73 	27.27
chr1.1068458 	chr1 	1068458 	F 	19 	100 	0
chr1.1067548 	chr1 	1067548 	F 	11 	90.91 	9.09
chr1.1067512 	chr1 	1067512 	F 	11 	100 	0
chr1.1067774 	chr1 	1067774 	R 	14 	92.86 	7.14
chr1.1067853 	chr1 	1067853 	F 	17 	94.12 	5.88
chr1.1068190 	chr1 	1068190 	R 	14 	100 	0
chr1.1067789 	chr1 	1067789 	F 	18 	88.89 	11.11
chr1.1068645 	chr1 	1068645 	F 	25 	100 	0
chr1.1068665 	chr1 	1068665 	F 	24 	91.67 	8.33
chr1.1068657 	chr1 	1068657 	F 	26 	96.15 	3.85
chr1.1067781 	chr1 	1067781 	R 	14 	100 	0
chr1.1068003 	chr1 	1068003 	F 	14 	92.86 	7.14
chr1.1067463 	chr1 	1067463 	F 	11 	100 	0
chr1.1068316 	chr1 	1068316 	R 	12 	91.67 	8.33
chr1.1067719 	chr1 	1067719 	R 	14 	100 	0
chr1.1067662 	chr1 	1067662 	F 	11 	100 	0
chr1.1068195 	chr1 	1068195 	R 	15 	73.33 	26.67
chr1.1067475 	chr1 	1067475 	F 	11 	100 	0
chr1.1068089 	chr1 	1068089 	F 	13 	84.62 	15.38
chr1.1068489 	chr1 	1068489 	R 	20 	90 	10
chr1.1068451 	chr1 	1068451 	R 	20 	80 	20
chr1.1068682 	chr1 	1068682 	R 	16 	93.75 	6.25
chr1.1068459 	chr1 	1068459 	R 	18 	100 	0
chr1.1068044 	chr1 	1068044 	F 	14 	78.57 	21.43
chr1.1067676 	chr1 	1067676 	F 	11 	90.91 	9.09
chr1.1068173 	chr1 	1068173 	R 	14 	92.86 	7.14
chr1.1068153 	chr1 	1068153 	R 	15 	93.33 	6.67
chr1.1068666 	chr1 	1068666 	R 	16 	100 	0
chr1.1067780 	chr1 	1067780 	F 	18 	100 	0
chr1.1068468 	chr1 	1068468 	R 	20 	100 	0
chr1.1068748 	chr1 	1068748 	R 	16 	100 	0
chr1.1068182 	chr1 	1068182 	R 	15 	93.33 	6.67
chr1.1068395 	chr1 	1068395 	R 	28 	92.86 	7.14
chr1.1067650 	chr1 	1067650 	F 	12 	100 	0
chr1.1068450 	chr1 	1068450 	F 	20 	85 	15
chr1.1067653 	chr1 	1067653 	F 	12 	100 	0
chr1.1068488 	chr1 	1068488 	F 	18 	94.44 	5.56
chr1.1067667 	chr1 	1067667 	F 	12 	91.67 	8.33
chr1.1067615 	chr1 	1067615 	F 	12 	100 	0
chr1.1068245 	chr1 	1068245 	R 	15 	86.67 	13.33
chr1.1067857 	chr1 	1067857 	F 	18 	94.44 	5.56
chr1.1067486 	chr1 	1067486 	F 	11 	100 	0
chr1.1068318 	chr1 	1068318 	R 	11 	72.73 	27.27
chr1.1067997 	chr1 	1067997 	F 	14 	78.57 	21.43
chr1.1068460 	chr1 	1068460 	F 	19 	89.47 	10.53
chr1.1068312 	chr1 	1068312 	R 	12 	100 	0
chr1.1068571 	chr1 	1068571 	F 	31 	90.32 	9.68
chr1.1068394 	chr1 	1068394 	F 	20 	85 	15
chr1.1067665 	chr1 	1067665 	F 	12 	100 	0
chr1.1068467 	chr1 	1068467 	F 	19 	100 	0
chr1.1068461 	chr1 	1068461 	R 	20 	100 	0
chr1.1068658 	chr1 	1068658 	R 	16 	100 	0
chr1.1070682 	chr1 	1070682 	R 	11 	100 	0
chr1.1070714 	chr1 	1070714 	F 	18 	83.33 	16.67
chr1.1070512 	chr1 	1070512 	F 	11 	100 	0
chr1.1070670 	chr1 	1070670 	R 	11 	100 	0
chr1.1070606 	chr1 	1070606 	R 	11 	90.91 	9.09
chr1.1070495 	chr1 	1070495 	F 	11 	81.82 	18.18
chr1.1070532 	chr1 	1070532 	F 	11 	100 	0
chr1.1070681 	chr1 	1070681 	F 	18 	100 	0
chr1.1070482 	chr1 	1070482 	F 	11 	100 	0
chr1.1072454 	chr1 	1072454 	R 	11 	36.36 	63.64
chr1.1072160 	chr1 	1072160 	R 	27 	3.7 	96.3
chr1.1072144 	chr1 	1072144 	R 	27 	3.7 	96.3
chr1.1072143 	chr1 	1072143 	F 	25 	12 	88
chr1.1072405 	chr1 	1072405 	R 	10 	0 	100
chr1.1072230 	chr1 	1072230 	F 	25 	60 	40
chr1.1072315 	chr1 	1072315 	F 	23 	0 	100
chr1.1072198 	chr1 	1072198 	R 	28 	3.57 	96.43
chr1.1072450 	chr1 	1072450 	R 	11 	0 	100
chr1.1072259 	chr1 	1072259 	F 	25 	0 	100
chr1.1072164 	chr1 	1072164 	R 	24 	4.17 	95.83
chr1.1072227 	chr1 	1072227 	R 	30 	6.67 	93.33
chr1.1072159 	chr1 	1072159 	F 	24 	12.5 	87.5
chr1.1072128 	chr1 	1072128 	F 	23 	13.04 	86.96
chr1.1072402 	chr1 	1072402 	R 	11 	0 	100
chr1.1072116 	chr1 	1072116 	F 	25 	12 	88
chr1.1072095 	chr1 	1072095 	F 	25 	40 	60
chr1.1072294 	chr1 	1072294 	F 	25 	0 	100
chr1.1072439 	chr1 	1072439 	R 	11 	0 	100
chr1.1072417 	chr1 	1072417 	R 	11 	0 	100
chr1.1072231 	chr1 	1072231 	R 	30 	33.33 	66.67
chr1.1072326 	chr1 	1072326 	F 	21 	0 	100
chr1.1072163 	chr1 	1072163 	F 	25 	12 	88
chr1.1077116 	chr1 	1077116 	R 	17 	70.59 	29.41
chr1.1077105 	chr1 	1077105 	R 	13 	76.92 	23.08
chr1.1077098 	chr1 	1077098 	R 	13 	84.62 	15.38
chr1.1077111 	chr1 	1077111 	R 	17 	58.82 	41.18
chr1.1077293 	chr1 	1077293 	F 	15 	13.33 	86.67
chr1.1077129 	chr1 	1077129 	R 	17 	88.24 	11.76
chr1.1077294 	chr1 	1077294 	R 	14 	21.43 	78.57
chr1.1077065 	chr1 	1077065 	R 	14 	28.57 	71.43
chr1.1077058 	chr1 	1077058 	R 	14 	78.57 	21.43
chr1.1077327 	chr1 	1077327 	R 	14 	92.86 	7.14
chr1.1077205 	chr1 	1077205 	F 	17 	82.35 	17.65
chr1.1077249 	chr1 	1077249 	F 	16 	31.25 	68.75
chr1.1077250 	chr1 	1077250 	R 	14 	14.29 	85.71
chr1.1077122 	chr1 	1077122 	R 	17 	76.47 	23.53
chr1.1080394 	chr1 	1080394 	R 	14 	71.43 	28.57
chr1.1080599 	chr1 	1080599 	F 	20 	100 	0
chr1.1080698 	chr1 	1080698 	R 	28 	100 	0
chr1.1080645 	chr1 	1080645 	R 	26 	92.31 	7.69
chr1.1080403 	chr1 	1080403 	R 	14 	92.86 	7.14
chr1.1080368 	chr1 	1080368 	R 	13 	92.31 	7.69
chr1.1080632 	chr1 	1080632 	R 	23 	95.65 	4.35
chr1.1080681 	chr1 	1080681 	R 	28 	92.86 	7.14
chr1.1080680 	chr1 	1080680 	F 	18 	100 	0
chr1.1080466 	chr1 	1080466 	R 	38 	94.74 	5.26
chr1.1080611 	chr1 	1080611 	F 	20 	100 	0
chr1.1080376 	chr1 	1080376 	R 	14 	100 	0
chr1.1080564 	chr1 	1080564 	R 	37 	100 	0
chr1.1080493 	chr1 	1080493 	R 	34 	100 	0
chr1.1080661 	chr1 	1080661 	F 	19 	89.47 	10.53
chr1.1080640 	chr1 	1080640 	F 	20 	100 	0
chr1.1080538 	chr1 	1080538 	R 	35 	80 	20
chr1.1080644 	chr1 	1080644 	F 	20 	100 	0
chr1.1080662 	chr1 	1080662 	R 	26 	96.15 	3.85
chr1.1080631 	chr1 	1080631 	F 	20 	85 	15
chr1.1080641 	chr1 	1080641 	R 	24 	100 	0
chr1.1080612 	chr1 	1080612 	R 	23 	100 	0
chr1.1080702 	chr1 	1080702 	R 	28 	100 	0
chr1.1081097 	chr1 	1081097 	F 	19 	94.74 	5.26
chr1.1081069 	chr1 	1081069 	F 	19 	100 	0
chr1.1081135 	chr1 	1081135 	F 	19 	94.74 	5.26
chr1.1081219 	chr1 	1081219 	F 	14 	100 	0
chr1.1081263 	chr1 	1081263 	F 	14 	100 	0
chr1.1081220 	chr1 	1081220 	R 	10 	100 	0
chr1.1081718 	chr1 	1081718 	F 	22 	100 	0
chr1.1081136 	chr1 	1081136 	R 	10 	100 	0
chr1.1081276 	chr1 	1081276 	F 	14 	92.86 	7.14
chr1.1081697 	chr1 	1081697 	F 	10 	100 	0
chr1.1081722 	chr1 	1081722 	F 	22 	90.91 	9.09
chr1.1081087 	chr1 	1081087 	F 	19 	100 	0
chr1.1081709 	chr1 	1081709 	F 	10 	90 	10
chr1.1083152 	chr1 	1083152 	F 	19 	100 	0
chr1.1082814 	chr1 	1082814 	F 	12 	100 	0
chr1.1082888 	chr1 	1082888 	F 	12 	100 	0
chr1.1082863 	chr1 	1082863 	F 	12 	100 	0
chr1.1083055 	chr1 	1083055 	F 	21 	100 	0
chr1.1083091 	chr1 	1083091 	F 	20 	95 	5
chr1.1083095 	chr1 	1083095 	F 	20 	90 	10
chr1.1083756 	chr1 	1083756 	F 	34 	100 	0
chr1.1083919 	chr1 	1083919 	F 	21 	100 	0
chr1.1083682 	chr1 	1083682 	R 	12 	100 	0
chr1.1083981 	chr1 	1083981 	F 	21 	90.48 	9.52
chr1.1083662 	chr1 	1083662 	R 	14 	100 	0
chr1.1083971 	chr1 	1083971 	F 	21 	100 	0
chr1.1083757 	chr1 	1083757 	R 	14 	100 	0
chr1.1083913 	chr1 	1083913 	F 	21 	100 	0
chr1.1083708 	chr1 	1083708 	R 	14 	100 	0
chr1.1083666 	chr1 	1083666 	R 	13 	100 	0
chr1.1084748 	chr1 	1084748 	F 	38 	100 	0
chr1.1084690 	chr1 	1084690 	F 	42 	85.71 	14.29
chr1.1084718 	chr1 	1084718 	F 	40 	85 	15
chr1.1084749 	chr1 	1084749 	R 	16 	75 	25
chr1.1084794 	chr1 	1084794 	R 	17 	100 	0
chr1.1084823 	chr1 	1084823 	R 	18 	88.89 	11.11
chr1.1084768 	chr1 	1084768 	R 	16 	93.75 	6.25
chr1.1084658 	chr1 	1084658 	F 	43 	95.35 	4.65
chr1.1085723 	chr1 	1085723 	R 	15 	26.67 	73.33
chr1.1085764 	chr1 	1085764 	R 	15 	93.33 	6.67
chr1.1086937 	chr1 	1086937 	R 	43 	100 	0
chr1.1086851 	chr1 	1086851 	F 	23 	95.65 	4.35
chr1.1086162 	chr1 	1086162 	R 	17 	88.24 	11.76
chr1.1086389 	chr1 	1086389 	R 	16 	100 	0
chr1.1086422 	chr1 	1086422 	F 	12 	100 	0
chr1.1086856 	chr1 	1086856 	R 	38 	97.37 	2.63
chr1.1086855 	chr1 	1086855 	F 	23 	91.3 	8.7
chr1.1086143 	chr1 	1086143 	F 	21 	95.24 	4.76
chr1.1086388 	chr1 	1086388 	F 	13 	84.62 	15.38
chr1.1086836 	chr1 	1086836 	F 	23 	100 	0
chr1.1086456 	chr1 	1086456 	R 	16 	87.5 	12.5
chr1.1086425 	chr1 	1086425 	F 	13 	76.92 	23.08
chr1.1086189 	chr1 	1086189 	R 	19 	100 	0
chr1.1086863 	chr1 	1086863 	R 	39 	97.44 	2.56
chr1.1086848 	chr1 	1086848 	R 	39 	100 	0
chr1.1086161 	chr1 	1086161 	F 	21 	95.24 	4.76
chr1.1086423 	chr1 	1086423 	R 	16 	100 	0
chr1.1086345 	chr1 	1086345 	F 	13 	92.31 	7.69
chr1.1086261 	chr1 	1086261 	R 	22 	100 	0
chr1.1086811 	chr1 	1086811 	F 	22 	100 	0
chr1.1086862 	chr1 	1086862 	F 	22 	95.45 	4.55
chr1.1086426 	chr1 	1086426 	R 	16 	100 	0
chr1.1086483 	chr1 	1086483 	R 	15 	100 	0
chr1.1086188 	chr1 	1086188 	F 	21 	95.24 	4.76
chr1.1086847 	chr1 	1086847 	F 	23 	100 	0
chr1.1086928 	chr1 	1086928 	R 	43 	100 	0
chr1.1086852 	chr1 	1086852 	R 	39 	94.87 	5.13
chr1.1088898 	chr1 	1088898 	R 	22 	100 	0
chr1.1088914 	chr1 	1088914 	R 	22 	100 	0
chr1.1088823 	chr1 	1088823 	R 	21 	85.71 	14.29
chr1.1091587 	chr1 	1091587 	R 	26 	100 	0
chr1.1091590 	chr1 	1091590 	R 	26 	92.31 	7.69
chr1.1091632 	chr1 	1091632 	R 	27 	96.3 	3.7
chr1.1091670 	chr1 	1091670 	R 	27 	100 	0
chr1.1092398 	chr1 	1092398 	R 	14 	92.86 	7.14
chr1.1092034 	chr1 	1092034 	F 	32 	93.75 	6.25
chr1.1091899 	chr1 	1091899 	F 	23 	100 	0
chr1.1091878 	chr1 	1091878 	F 	23 	91.3 	8.7
chr1.1092198 	chr1 	1092198 	F 	15 	93.33 	6.67
chr1.1091827 	chr1 	1091827 	F 	25 	100 	0
chr1.1091981 	chr1 	1091981 	F 	33 	100 	0
chr1.1092461 	chr1 	1092461 	R 	14 	92.86 	7.14
chr1.1092060 	chr1 	1092060 	F 	30 	86.67 	13.33
chr1.1091900 	chr1 	1091900 	R 	10 	90 	10
chr1.1092363 	chr1 	1092363 	F 	17 	94.12 	5.88
chr1.1091855 	chr1 	1091855 	F 	24 	95.83 	4.17
chr1.1092141 	chr1 	1092141 	F 	15 	100 	0
chr1.1092364 	chr1 	1092364 	R 	14 	100 	0
chr1.1092061 	chr1 	1092061 	R 	18 	88.89 	11.11
chr1.1092335 	chr1 	1092335 	F 	17 	94.12 	5.88
chr1.1092142 	chr1 	1092142 	R 	19 	100 	0
chr1.1092006 	chr1 	1092006 	F 	33 	72.73 	27.27
chr1.1092282 	chr1 	1092282 	F 	19 	100 	0
chr1.1091982 	chr1 	1091982 	R 	11 	90.91 	9.09
chr1.1092299 	chr1 	1092299 	F 	19 	100 	0
chr1.1093973 	chr1 	1093973 	F 	28 	32.14 	67.86
chr1.1093475 	chr1 	1093475 	F 	14 	14.29 	85.71
chr1.1094029 	chr1 	1094029 	R 	12 	66.67 	33.33
chr1.1094034 	chr1 	1094034 	R 	12 	41.67 	58.33
chr1.1093623 	chr1 	1093623 	F 	20 	0 	100
chr1.1094145 	chr1 	1094145 	R 	21 	66.67 	33.33
chr1.1094035 	chr1 	1094035 	F 	24 	87.5 	12.5
chr1.1093670 	chr1 	1093670 	F 	20 	0 	100
chr1.1093603 	chr1 	1093603 	F 	20 	0 	100
chr1.1094036 	chr1 	1094036 	R 	12 	83.33 	16.67
chr1.1093586 	chr1 	1093586 	R 	36 	55.56 	44.44
chr1.1093768 	chr1 	1093768 	R 	26 	61.54 	38.46
chr1.1094149 	chr1 	1094149 	R 	21 	90.48 	9.52
chr1.1094095 	chr1 	1094095 	R 	20 	65 	35
chr1.1094025 	chr1 	1094025 	R 	11 	36.36 	63.64
chr1.1094028 	chr1 	1094028 	F 	24 	83.33 	16.67
chr1.1094024 	chr1 	1094024 	F 	27 	40.74 	59.26
chr1.1094081 	chr1 	1094081 	R 	12 	25 	75
chr1.1094080 	chr1 	1094080 	F 	11 	36.36 	63.64
chr1.1094148 	chr1 	1094148 	F 	10 	100 	0
chr1.1093723 	chr1 	1093723 	R 	26 	0 	100
chr1.1094003 	chr1 	1094003 	F 	28 	28.57 	71.43
chr1.1093940 	chr1 	1093940 	F 	28 	75 	25
chr1.1093588 	chr1 	1093588 	F 	20 	5 	95
chr1.1093472 	chr1 	1093472 	F 	13 	15.38 	84.62
chr1.1093594 	chr1 	1093594 	F 	19 	0 	100
chr1.1093962 	chr1 	1093962 	F 	28 	25 	75
chr1.1094182 	chr1 	1094182 	R 	21 	95.24 	4.76
chr1.1093585 	chr1 	1093585 	F 	20 	55 	45
chr1.1093708 	chr1 	1093708 	R 	24 	8.33 	91.67
chr1.1093519 	chr1 	1093519 	F 	15 	13.33 	86.67
chr1.1094144 	chr1 	1094144 	F 	11 	72.73 	27.27
chr1.1093520 	chr1 	1093520 	R 	31 	0 	100
chr1.1094094 	chr1 	1094094 	F 	11 	36.36 	63.64
